CountyFIPS,Marc_CountyID1,FIPS,LocalityName,Population2024,OUD_Deaths2024,OUDCases2024,Labor_Fatal,Labor_OUD,Labor_Incarceration,Labor_Total,Labor_PerCapita,Health_ED,Health_Hosp,Health_AmbulanceNalax,Health_Indirect,Health_Total,Health_PerCapita,Crime_Total,Crime_PerCapita,ChildFamily_Assistance,ChildFamily_K12Ed,ChildFamily_Total,ChildFamily_PerCapita,Total_Total,Total_PerCapita,HouseholdSector_Total,FedGovtSector_Total,StateLocalSector_Total,MedianAgeYRs,MedianHHIncome,PovertyPct,SevereRentBurdenPct,Uninsured,Hlth_Dist_Name,Hlth_Region_Name,CooperCtrRegionName,CategoryName,CategoryDescription,Urban_Rural,Metro_NonMetro
51007,7,us-va-007,Amelia County,13716,4.08,352.95246449915,4482732.2158,1684425.7637,101447.6106,6268605.5901,457.0287,18323.111,134541.5289,9593.3035,1527097.7945,1689555.7379,123.1814,214724.872,15.6551,282795.6346,448334.9385,731130.5731,53.3049,8904016.7731,649.1701,5004106.7634,2667335.9831,1232574.0266,44.7,76717,7,18.2,8.6,Piedmont,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51700,700,us-va-700,Newport News City,183056,33.66,2823.6197159932,32455602.046,13784273.805,2093770.371,48333646.222,264.0375,722454.0907,5304780.2827,378250.2529,18256129.1822,24661613.8085,134.7217,4332390.0641,23.667,7219057.7933,3586679.5082,10805737.3015,59.0297,88133387.3961,481.4559,41842070.2683,31574709.7323,14716607.3954,34.4,69634,12.7,23.7,11.6,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51053,53,us-va-053,Dinwiddie County,28576,3.06,282.36197159932,3315562.4403,1399671.5468,105372.2113,4820606.1984,168.6942,31411.0474,230642.621,16445.6632,1348547.7959,1627047.1275,56.9375,214724.872,7.5142,602883.0012,358667.9508,961550.9521,33.6489,7623929.15,266.7948,3939748.4742,2549867.7999,1134312.8759,43.1,83704,10.6,25.9,8.7,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51710,710,us-va-710,Norfolk City,231105,47.94,3882.47710949065,44585988.4023,19180983.4457,1494977.2263,65261949.0744,282.3909,1015623.8666,7457444.7453,531743.1092,25673578.8169,34678390.538,150.0547,3056671.707,13.2263,8508730.1929,4931684.3238,13440414.5167,58.1572,116437425.8361,503.8291,56759427.9749,41939085.6065,17738912.2547,32.7,66109,14.2,26.3,12.5,Norfolk City,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51735,735,us-va-735,Poquoson City,12854,1.02,70.5904928998301,1275712.3475,439585.5778,140160.93,1855458.8553,144.3488,5235.1746,38440.4368,2740.9439,363930.4049,410346.9602,31.9237,227355.7468,17.6875,118090.4848,89666.9877,207757.4725,16.1629,2700919.0347,210.1228,1463229.3473,789127.4582,448562.2292,41.2,120972,4.2,12.2,3.5,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51800,800,us-va-800,Suffolk City,103105,10.2,1058.85739349745,11243608.0091,5728789.5347,805062.5038,17777460.0475,172.4209,290552.1886,2133444.2441,152122.3843,6538544.7815,9114663.5986,88.4018,1503074.1039,14.5781,2663251.1962,1345004.8156,4008256.0118,38.8755,32403453.7618,314.2763,15398291.8204,11632055.8778,5373106.0636,38.7,92666,8,27.7,8.8,Western Tidewater,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51177,177,us-va-177,Spotsylvania County,152021,19.38,1694.17182959592,21243598.1425,9441219.9013,682895.0694,31367713.1132,206.338,235582.8557,1729819.6574,123342.4738,8781084.7334,10869829.7203,71.5022,1237825.7326,8.1425,4605528.9064,2152007.7049,6757536.6114,44.4513,50232905.1774,330.434,25708084.2907,17230015.7571,7294805.1296,38.6,112738,6.1,24.1,9.6,Rappahannock,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51670,670,us-va-670,Hopewell City,22970,8.16,776.495421898131,7577727.9116,3376466.0002,337110.6051,11291304.517,491.5675,142819.8933,1048686.9184,74775.2161,4226245.5375,5492527.5653,239.1174,783114.239,34.0929,1205766.0025,986336.8648,2192102.8673,95.4333,19759049.1885,860.2111,9692248.8889,6828905.6166,3237894.6831,37.5,54729,18.2,27.1,9.4,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51680,680,us-va-680,Lynchburg City,80301,7.14,847.085914797961,5166180.1927,2961035.6401,1171408.0727,9298623.9055,115.7971,319345.6488,2344866.6467,167197.5756,5896963.125,8728372.996,108.6957,3385074.4524,42.1548,2703650.5726,1076003.8525,3779654.4251,47.0686,25191725.779,313.7162,9226684.2013,9872795.0841,6092246.4936,28.6,57947,19.2,28.7,8.4,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51023,23,us-va-023,Botetourt County,34129,4.08,423.54295739898,4196064.0993,1940618.6254,687513.4849,6824196.2097,199.953,47116.5711,345963.9315,24668.4948,1916268.9516,2334017.949,68.3881,1515704.9787,44.4111,764480.5067,538001.9262,1302482.433,38.1635,11976401.5703,350.9157,5631331.1347,3782247.0258,2562823.4099,48.1,81213,6.5,11.2,8,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51011,11,us-va-011,Appomattox County,16957,1.02,141.18098579966,1048746.3234,653492.4368,144697.6935,1846936.4537,108.9188,28793.4601,211422.4026,15075.1912,700135.7316,955426.7856,56.3441,315771.8706,18.6219,752049.9294,179333.9754,931383.9048,54.9262,4049519.0147,238.8111,1609582.0394,1622698.3901,817238.5851,43.2,62853,11.3,8.5,10.8,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51520,520,us-va-520,Bristol City,16316,2.04,211.77147869949,1827742.1664,798610.7562,1226022.0426,3852374.9651,236.1103,27294.0741,200412.8265,14290.1682,995930.5686,1237927.6374,75.872,3284027.4538,201.2765,2206427.4788,269000.9631,2475428.4419,151.7179,10849758.4983,664.9766,3255041.2635,3923659.9657,3671057.2691,43.4,50404,21.4,23.7,17.6,Mount Rogers,Southwestern,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51045,45,us-va-045,Craig County,4829,0,70.5904928998301,0,334001.499,59164.2612,393165.7602,81.4176,10470.3491,76880.8737,5481.8877,203790.7508,296623.8613,61.4255,126308.7482,26.1563,363594.3874,89666.9877,453261.3751,93.8624,1269359.7448,262.8618,370720.6355,576901.7313,321737.3779,46.3,69057,11.3,18.4,5.4,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51191,191,us-va-191,Washington County,54098,3.06,494.13345029881,2764194.6159,1838914.1005,912074.8998,5515183.6162,101.948,90497.3537,664497.0022,47381.0687,2239918.9377,3042294.3624,56.2367,2475651.4652,45.7623,2855925.1451,627668.9139,3483594.059,64.3941,14516723.5028,268.3412,4917682.616,5725738.9701,3873301.9167,46.9,64552,11.2,11.9,10.3,Mount Rogers,Southwestern,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51169,169,us-va-169,Scott County,21388,2.04,211.77147869949,1835195.7335,656671.3245,620380.0305,3112247.0885,145.5137,18323.111,134541.5289,9593.3035,905168.6454,1067626.5889,49.9171,2020939.9716,94.4894,1538283.9465,269000.9631,1807284.9096,84.4999,8008098.5585,374.4202,2623205.6428,2908720.1698,2476172.746,47.7,46349,19.8,18.1,8.6,Lenowisco,Southwestern,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51009,9,us-va-009,Amherst County,31650,2.04,423.54295739898,2063706.4114,1886404.1362,200491.9871,4150602.5347,131.1407,91615.555,672707.6445,47966.5176,1940267.5408,2752557.2579,86.9686,454711.4936,14.3669,1302102.9769,538001.9262,1840104.9032,58.1392,9197976.1894,290.6154,3769950.0424,3656490.7013,1771535.4458,43.4,68724,10.4,20.6,9.5,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51019,19,us-va-019,Bedford County,82182,11.22,917.676407697791,11219849.7637,4023728.8825,685340.5062,15928919.1525,193.8249,193701.4591,1422296.1628,101414.9229,5576064.224,7293476.7687,88.7479,1578859.3528,19.2117,2862140.4338,1165670.8402,4027811.2739,49.0109,28829066.5479,350.7954,13571524.9415,10342345.023,4915196.5834,47.2,78937,8.3,22.5,8.9,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51161,161,us-va-161,Roanoke County,97334,15.3,1270.62887219694,16275869.1758,6272814.2526,1296343.9559,23845027.3843,244.9815,567960.1487,4170374.0582,297362.9365,10704268.9591,15739966.1024,161.7109,2652483.7127,27.2514,4686327.6592,1614005.7787,6300333.4379,64.729,48537810.6373,498.6727,21630058.0437,18538644.9335,8369107.6601,43.5,83709,7.7,15.6,5.8,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51770,770,us-va-770,Roanoke City,97912,47.94,4094.24858819014,41723524.3877,16681147.7615,1166660.3764,59571332.5255,608.4171,571332.8752,4195139.055,299128.7714,21472130.9501,26537731.6518,271.0366,2892470.3343,29.5415,9350901.808,5200685.2869,14551587.0949,148.619,103553121.6066,1057.6142,50437999.5579,36784404.7073,16330717.3414,38.3,55378,17,19.9,13.9,Roanoke City,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51031,31,us-va-031,Campbell County,55342,1.02,282.36197159932,916715.2075,1155119.9313,618961.2864,2690796.4252,48.6212,88997.9677,653487.4261,46596.0457,1504960.961,2294042.4005,41.4521,1528335.8535,27.6162,2604205.9538,358667.9508,2962873.9047,53.5375,9476048.5839,171.2271,2633776.1082,4267959.4522,2574313.0235,43.6,66165,9.9,11.7,7,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51775,775,us-va-775,Salem City,25908,5.1,352.95246449915,4494451.9694,1476551.2989,423715.7275,6394718.9958,246.8241,151177.5077,1110054.5657,79150.954,3084331.0335,4424714.0609,170.7856,1023100.8606,39.4898,90121.6858,448334.9385,538456.6243,20.7834,12380990.5416,477.8829,5864045.8821,4227076.5353,2289868.1242,40,66725,8.4,21.5,6.7,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51067,67,us-va-067,Franklin County,55637,4.08,635.31443609847,4029241.4972,2646606.7658,1291842.6532,7967690.9163,143.2085,214642.1574,1576057.9101,112378.6983,3904752.7938,5807831.5596,104.3879,3132456.956,56.3017,2967800.3412,807002.8893,3774803.2305,67.847,20682782.6624,371.7451,7465466.5127,8057285.2909,5160030.8588,48.4,68849,11.8,14.6,10.5,West Piedmont,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51063,63,us-va-063,Floyd County,15658,2.04,211.77147869949,2009177.6831,945069.1359,212049.3531,3166296.1721,202.2159,23558.2856,172981.9657,12334.2474,958134.4758,1167008.9745,74.5312,479973.2433,30.6535,553160.6919,269000.9631,822161.655,52.5075,5635440.0448,359.908,2627658.318,1920741.648,1087040.0788,48.1,62191,8.8,9.8,12.3,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51750,750,us-va-750,Radford City,17273,1.02,70.5904928998301,750873.3379,263675.1364,84072.2585,1098620.7327,63.6034,29164.7865,214148.949,15269.604,606033.4615,864616.801,50.056,227355.7468,13.1625,776911.0841,89666.9877,866578.0718,50.1695,3057171.3523,176.9913,1039907.8654,1395528.2284,621735.2585,23.3,57348,33.1,32,6.4,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51125,125,us-va-125,Nelson County,14766,1.02,141.18098579966,1092756.6954,632229.2277,128790.3844,1853776.3075,125.5436,18323.111,134541.5289,9593.3035,594204.0709,756662.0143,51.2435,290510.1209,19.6743,363594.3874,179333.9754,542928.3628,36.7688,3443876.8055,233.2302,1558742.2922,1202248.6943,682885.819,51.3,72589,14,13.5,9.9,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51121,121,us-va-121,Montgomery County,98998,13.26,1200.03837929711,12784902.7238,5522643.5402,1329294.1728,19636840.4368,198.3559,167154.2599,1227367.4322,87515.7908,6125125.5814,7607163.0643,76.8416,2917732.084,29.4726,2818633.4131,1524338.791,4342972.204,43.8693,34504707.7891,348.5394,16391860.5618,11604460.9403,6508386.287,30.2,72715,30.1,29.1,5.9,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51660,660,us-va-660,Harrisonburg City,51164,2.04,141.18098579966,1784540.8987,672852.6956,1168038.3503,3625431.9447,70.859,57877.3401,424977.2778,30302.4356,1207491.5482,1720648.6017,33.6301,2475651.4652,48.3866,2644605.3302,179333.9754,2823939.3056,55.1939,10645671.3172,208.0696,3191575.7561,4328121.6527,3125973.9084,25,62254,29.6,29.6,12.8,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51540,540,us-va-540,Charlottesville City,44767,4.08,352.95246449915,2963381.3913,1363022.372,77261.6524,4403665.4157,98.3686,102663.9762,753833.1412,53751.0625,2380399.6089,3290647.7887,73.5061,202093.9972,4.5144,1721634.9623,448334.9385,2169969.9009,48.4725,10066377.1025,224.8616,4090021.4757,4284609.3576,1691746.2692,33.1,74824,22.6,29.2,6,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51165,165,us-va-165,Rockingham County,87674,4.08,494.13345029881,4392112.5307,2650419.5442,1019462.3778,8061994.4526,91.9542,99177.897,728235.8271,51925.8803,2540848.0805,3420187.6848,39.0103,1919892.973,21.8981,5354471.1915,627668.9139,5982140.1054,68.2316,19384215.2159,221.0942,6849981.674,8366060.2055,4168173.3363,40.1,80693,9.6,18.4,13.8,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51079,79,us-va-079,Greene County,21744,4.08,564.72394319864,3634692.8032,2552294.5249,271264.5669,6458251.8951,297.0131,31411.0474,230642.621,16445.6632,1953089.6406,2231588.9721,102.6301,606281.9915,27.8827,848386.9038,717335.9016,1565722.8055,72.0071,10861845.6642,499.533,5304604.6068,3572870.8924,1984370.1649,40.3,89808,11.1,13,8.2,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51155,155,us-va-155,Pulaski County,33579,12.24,1129.44788639728,11447208.0808,4384073.2096,558170.2502,16389451.5406,488.0863,240818.0302,1768260.0942,126083.4176,6559439.452,8694600.9941,258.9297,1452550.6046,43.2577,1929847.1329,1434671.8033,3364518.9361,100.1971,29901122.0755,890.4709,14275926.32,10517223.3082,5107972.4473,46.8,62028,14.3,23.8,9,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51071,71,us-va-071,Giles County,16533,2.04,211.77147869949,2033892.1427,899078.5802,212347.6297,3145318.3525,190.2449,52351.7457,384404.3683,27409.4386,1249446.5429,1713612.0955,103.648,505234.9929,30.5592,848386.9038,269000.9631,1117387.8669,67.5853,6481553.3079,392.0373,2761898.8444,2460081.3893,1259573.0742,45.4,65691,8.2,18.8,9.8,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51069,69,us-va-069,Frederick County,98109,4.08,282.36197159932,5019781.3453,1724517.6281,1137902.221,7882201.1944,80.3413,228439.5361,1677368.2402,119602.4957,3555049.5596,5580459.8316,56.8802,1882000.3485,19.1827,3850371.3327,358667.9508,4209039.2835,42.9017,19553700.6581,199.3059,7296863.6145,8306388.9648,3950448.0789,40.8,97606,6.2,15,9.4,Lord Fairfax,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51003,3,us-va-003,Albemarle County,117313,11.22,988.266900597621,11196925.141,4819725.8238,286617.8182,16303268.783,138.9724,269033.4183,1975437.8738,140855.9517,6436079.3262,8821406.57,75.1955,593651.1167,5.0604,3679450.8942,1255337.8279,4934788.7221,42.0651,30653115.1918,261.2934,14220198.8057,11761509.8641,4671406.5219,39.7,104392,8.4,24.1,8.9,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51840,840,us-va-840,Winchester City,27800,0,108.106366242618,0,451010.1795,552965.6883,1003975.8678,36.1142,64730.2399,475296.2223,33890.3605,804762.3137,1378679.1365,49.5928,1338872.7312,48.1609,2535837.7784,321334.282,2857172.0604,102.776,6578699.7959,236.6439,1157927.9065,3286774.7375,2133997.1518,36.8,63974,20.3,25.1,17,Lord Fairfax,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51820,820,us-va-820,Waynesboro City,23498,3.06,423.54295739898,3015678.9531,2002600.0754,396121.8607,5414400.8891,230.4196,59362.8644,435885.0713,31080.2012,1827062.8874,2353391.0244,100.1528,846268.6131,36.0145,1628405.6322,538001.9262,2166407.5585,92.1954,10780468.0851,458.7824,4593023.2464,4039636.0622,2147808.7765,38.3,59994,10.8,21,13.3,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51015,15,us-va-015,Augusta County,78622,5.1,494.13345029881,5397584.0315,2483047.2799,1206421.8872,9087053.1986,115.579,198622.3138,1458428.6355,103991.3005,3760062.5383,5521104.7881,70.2234,2425127.9659,30.8454,4431500.8236,627668.9139,5059169.7375,64.348,22092455.6901,280.9958,8175801.8426,9138289.9282,4778363.9193,45.1,82049,5.1,18.8,9.1,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51065,65,us-va-065,Fluvanna County,28746,5.1,423.54295739898,4961893.6082,1947055.5116,91972.5221,7000921.6419,243.5442,62822.0948,461285.242,32891.3263,2288271.9273,2845270.5904,98.9797,202093.9972,7.0303,1292780.0439,538001.9262,1830781.9701,63.6882,11879068.1996,413.2425,5848986.2421,4285176.1609,1744905.7967,43.5,96768,8.5,17,10.3,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51790,790,us-va-790,Staunton City,26361,1.02,282.36197159932,855198.76,1075437.3638,476251.2841,2406887.4079,91.3049,66595.6451,488993.3767,34867.0178,1278309.9487,1868765.9883,70.8913,1263087.4822,47.915,1951600.6432,358667.9508,2310268.594,87.6396,7849009.4725,297.7508,2301364.0944,3404455.8365,2143189.5417,39.9,65581,13.2,21.7,9.7,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51690,690,us-va-690,Martinsville City,13834,1.02,141.18098579966,813566.6644,482887.3678,312212.1061,1608666.1382,116.2835,75609.3062,555178.1934,39586.2375,1173785.6796,1844159.4167,133.3063,922053.862,66.6513,49722.3094,179333.9754,229056.2848,16.5575,4603935.7018,332.7986,1697963.8743,1626866.5858,1279105.2417,38.4,46727,22.1,19.9,12.7,West Piedmont,Southwestern,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51590,590,us-va-590,Danville City,41993,8.16,917.676407697791,6364757.9273,2957438.8663,652827.5415,9975024.3351,237.5402,148507.3121,1090448.0595,77752.9384,4479505.0386,5796213.3486,138.0281,2046201.7212,48.7272,2016861.1743,1165670.8402,3182532.0144,75.7872,20999971.4193,500.0827,8871867.1425,7605320.4801,4522783.7967,40.4,44423,21.6,23,12.3,Pittsylvania/Danville,Southwestern,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51089,89,us-va-089,Henry County,49385,8.16,1129.44788639728,7209757.069,3913196.829,706171.7577,11829125.6557,239.5287,269912.2154,1981890.6375,141316.0574,6001372.1064,8394491.0167,169.9806,2058832.5961,41.6894,2622851.8199,1434671.8033,4057523.6231,82.1611,26339972.8916,533.3598,10918338.4151,9996553.0228,5425081.4537,47.7,50760,15.6,20,10.8,West Piedmont,Southwestern,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51185,185,us-va-185,Tazewell County,38875,12.24,1270.62887219694,11236546.7349,4035831.0028,885679.0258,16158056.7635,415.6413,214642.1574,1576057.9101,112378.6983,6490328.4802,8393407.246,215.9076,2816685.0854,72.4549,2470577.2474,1614005.7787,4084583.0261,105.0697,31452732.1209,809.0735,14080712.8239,10999241.1939,6372778.103,45,47313,17,19.5,6.5,Cumberland Plateau,Southwestern,Southwest Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51143,143,us-va-143,Pittsylvania County,59410,11.22,1058.85739349745,9989741.4785,3746771.2859,194683.7175,13931196.4819,234.4925,210102.1459,1542721.8635,110001.7162,5937713.0688,7800538.7944,131.3001,555758.4922,9.3546,1864586.6018,1345004.8156,3209591.4174,54.0244,25497085.1859,429.1716,12220389.3147,9242907.5383,4033788.3329,48.1,54085,13,23.3,7.8,Pittsylvania/Danville,Southwestern,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51137,137,us-va-137,Orange County,38986,5.1,423.54295739898,5308705.1466,2107537.2697,205328.381,7621570.7973,195.4951,86380.3804,634267.2077,45225.5737,2526618.164,3292491.3258,84.4532,416818.8691,10.6915,1566252.7455,538001.9262,2104254.6717,53.9746,13435135.664,344.6144,6428065.7924,4927853.1624,2079216.7091,42.1,94008,9.3,16.1,9.3,Rappahannock/Rapidan,Northwestern,Central Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51131,131,us-va-131,Northampton County,12004,1.02,141.18098579966,1064094.7874,583534.3689,36178.08,1683807.2362,140.2705,20940.6983,153761.7473,10963.7754,620686.9861,806353.2071,67.1737,88416.1238,7.3656,164705.1498,179333.9754,344039.1252,28.6604,2922615.6923,243.4702,1440825.0671,999290.8805,482499.7448,52.5,61632,15.3,11.7,15.8,Eastern Shore,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51029,29,us-va-029,Buckingham County,17115,2.04,282.36197159932,2138634.3761,1113525.1446,128210.7424,3380370.2631,197.5092,57586.9203,422844.8051,30150.3825,1400271.4633,1910853.5712,111.6479,328402.7454,19.188,466146.6505,358667.9508,824814.6013,48.1925,6444441.1809,376.5376,2977554.9469,2304071.8596,1162814.3744,44.1,60828,12,25.4,12,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51720,720,us-va-720,Norton City,3478,1.02,141.18098579966,934760.6859,458087.2412,137945.6936,1530793.6206,440.1362,18467.9085,135604.7367,9669.1141,595669.0305,759410.7898,218.347,429449.744,123.4761,289010.9233,179333.9754,468344.8987,134.6593,3187999.0531,916.6185,1330700.9516,1099003.3741,758294.7274,41.3,41495,26.5,30.4,12.1,Lenowisco,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51119,119,us-va-119,Middlesex County,10949,3.06,211.77147869949,2411719.3471,640450.4858,11344.7933,3063514.6263,279.7986,23558.2856,172981.9657,12334.2474,1171239.9603,1380114.459,126.0494,37892.6245,3.4608,463039.0061,269000.9631,732039.9692,66.8591,5213561.679,476.1678,2593713.5311,1866347.0343,753501.1136,55.5,75060,8.2,8.7,9.3,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51117,117,us-va-117,Mecklenburg County,30824,6.12,494.13345029881,5463219.5556,1744074.2691,211845.48,7419139.3047,240.6936,109938.666,807249.1735,57559.8211,3075928.9752,4050676.6357,131.4131,606281.9915,19.6692,854602.1925,627668.9139,1482271.1064,48.0882,13558369.0383,439.864,6491369.7394,4797670.218,2269329.0809,49.2,57045,14.5,15.8,9.1,Southside,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51027,27,us-va-027,Buchanan County,18632,5.1,494.13345029881,5295465.2575,1349801.1409,92224.55,6737490.9485,361.6086,138732.1261,1018671.576,72635.0123,3154135.5578,4384174.2723,235.3035,341033.6202,18.3037,652605.3106,627668.9139,1280274.2246,68.7137,12742973.0655,683.9294,6077215.2626,4627109.8066,2038647.9963,47.8,42886,27,29.4,7.2,Cumberland Plateau,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51057,57,us-va-057,Essex County,10683,5.1,423.54295739898,4996709.6127,1601901.1201,108773.5545,6707384.2873,627.8559,20940.6983,153761.7473,10963.7754,1864545.2842,2050211.5053,191.9135,290510.1209,27.1937,453716.0731,538001.9262,991717.9993,92.8314,10039823.9128,939.7944,5422641.8652,3129456.181,1487725.8667,47.1,56520,9.7,22.3,13.4,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51113,113,us-va-113,Madison County,14252,1.02,211.77147869949,939590.7936,909900.4216,118196.9642,1967688.1794,138.064,20940.6983,153761.7473,10963.7754,718546.0761,904212.2972,63.4446,277879.2461,19.4976,550053.0475,269000.9631,819054.0106,57.4694,3968833.7333,278.4756,1681222.1336,1469005.6225,818605.9772,46.4,84323,10,14.5,7.6,Rappahannock/Rapidan,Northwestern,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51678,678,us-va-678,Lexington City,7802,0,29.698327306996,0,134837.1691,39740.4628,174577.632,22.376,17782.3001,130570.5045,9310.1549,221079.4371,378742.3967,48.5443,88416.1238,11.3325,0,37724.0538,37724.0538,4.8352,679460.2061,87.088,232052.1894,273416.8011,173991.2157,22.6,84517,15.9,28.8,7.7,Central Shenandoah,Northwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51111,111,us-va-111,Lunenburg County,12060,1.02,70.5904928998301,1024277.0469,255266.3978,36173.8445,1315717.2892,109.0976,26175.8729,192202.1842,13704.7193,575793.7264,807876.5027,66.9881,101046.9986,8.3787,366702.0317,89666.9877,456369.0194,37.8415,2681009.81,222.306,1175735.5322,1065811.9744,439462.3034,44.6,54842,13.2,6.6,15.2,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
