CountyFIPS,Marc_CountyID1,FIPS,LocalityName,Population2024,OUD_Deaths2024,OUDCases2024,Labor_Fatal,Labor_OUD,Labor_Incarceration,Labor_Total,Labor_PerCapita,Health_ED,Health_Hosp,Health_AmbulanceNalax,Health_Indirect,Health_Total,Health_PerCapita,Crime_Total,Crime_PerCapita,ChildFamily_Assistance,ChildFamily_K12Ed,ChildFamily_Total,ChildFamily_PerCapita,Total_Total,Total_PerCapita,HouseholdSector_Total,FedGovtSector_Total,StateLocalSector_Total,MedianAgeYRs,MedianHHIncome,PovertyPct,SevereRentBurdenPct,Uninsured,Hlth_Dist_Name,Hlth_Region_Name,CooperCtrRegionName,CategoryName,CategoryDescription,Urban_Rural,Metro_NonMetro
51185,185,us-va-185,Tazewell County,38875,12.24,1270.628872,5340083.357,4035831.003,885679.0258,10261593.39,263.963817,214642.1574,1576057.91,112378.6983,6490328.48,8393407.246,215.9075819,2816685.085,72.45492181,2470577.247,1614005.779,4084583.026,105.0696598,25556268.74,657.3959805,9811673.339,9696122.788,6048472.617,45,47313,17,19.5,6.5,Cumberland Plateau,Southwestern,Southwest Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51183,183,us-va-183,Sussex County,10753,2.04,141.1809858,905926.9447,456443.3181,20213.33121,1382583.594,128.5765455,83762.79312,615046.9893,43855.10179,1469382.435,2212047.319,205.714435,63154.37411,5.87318647,285903.2789,179333.9754,465237.2544,43.26580995,4123022.542,383.4299769,1601680.208,1813105.213,708237.1205,40.8,63530,9.8,22,11.2,Crater,Central,Southside Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51181,181,us-va-181,Surry County,6579,0,13.11494521,0,62983.6603,6005.078097,68988.73839,10.48620435,7852.761855,57660.65525,4111.415793,97629.8993,167254.7322,25.42251591,12630.87482,1.919877614,133628.7065,16659.1503,150287.8568,22.84357148,399162.2022,60.67216935,96004.1428,219309.4192,83848.64019,50.4,78041,9.2,19,4.9,Crater,Central,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51179,179,us-va-179,Stafford County,168919,27.54,2258.895773,22211559.72,13263524.6,2474286.011,37949370.33,224.6601645,115173.8405,845689.6103,60300.76496,10050587.23,11071751.45,65.5447371,4256604.815,25.19908841,4378670.87,2869343.607,7248014.476,42.9082251,60525741.07,358.3122152,30642473.35,19282921.39,10600346.33,36.3,137807,4.5,20.1,8.5,Rappahannock,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51177,177,us-va-177,Spotsylvania County,152021,19.38,1694.17183,14834632.62,9441219.901,682895.0694,24958747.59,164.1796041,235582.8557,1729819.657,123342.4738,8781084.733,10869829.72,71.50215905,1237825.733,8.1424654,4605528.906,2152007.705,6757536.611,44.4513364,43823939.66,288.2755649,21067993.26,15813634.38,6942312.026,38.6,112738,6.1,24.1,9.6,Rappahannock,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51175,175,us-va-175,Southampton County,17941,1.02,141.1809858,598685.3321,603284.6712,42745.78645,1244715.79,69.3782838,69602.6148,511072.7219,36441.35592,1113014.182,1730130.875,96.4344727,101046.9986,5.632183188,298333.8563,179333.9754,477667.8317,26.62437053,3553561.495,198.0693102,1373223.689,1528616.054,651721.7507,47.3,70795,8,15.8,7.1,Western Tidewater,Eastern,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51173,173,us-va-173,Smyth County,29137,2.04,423.5429574,1008942.532,1525040.446,490758.2841,3024741.262,103.8110053,112556.2533,826469.3919,58930.29303,2152130.862,3150086.8,108.1129423,1376765.356,47.25144509,1740280.828,538001.9262,2278282.755,78.19208411,9829876.173,337.3674768,3098512.038,4143633.439,2587730.696,46.4,49883,17.8,15.5,8.6,Mount Rogers,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51171,171,us-va-171,Shenandoah County,45441,8.16,705.904929,5240778.436,3300650.114,456042.2943,8997470.844,198.0033636,88997.96769,653487.4261,46596.04565,3583853.893,4372935.332,96.23325482,985208.2361,21.68104215,2172243.391,896669.877,3068913.268,67.53621769,17424527.68,383.4538782,7739712.744,6476218.385,3208596.552,42.9,67191,10.7,15.2,11.4,Lord Fairfax,Northwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51169,169,us-va-169,Scott County,21388,2.04,211.7714787,868886.633,656671.3245,620380.0305,2145937.988,100.333738,18323.111,134541.5289,9593.303517,905168.6454,1067626.589,49.91708383,2020939.972,94.489432,1538283.946,269000.9631,1807284.91,84.49994902,7041789.458,329.2402028,1923597.854,2695165.859,2423025.745,47.7,46349,19.8,18.1,8.6,Lenowisco,Southwestern,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51167,167,us-va-167,Russell County,25420,4.08,494.1334503,1653653.232,1458062.597,295174.7108,3406890.54,134.0240181,75910.03127,557386.3341,39743.686,2305440.109,2978480.16,117.170738,1010469.986,39.75098292,2271688.01,627668.9139,2899356.924,114.0581009,10295197.61,405.0038399,3316618.987,4497503.151,2481075.472,46.7,50012,17.9,15.2,7.3,Cumberland Plateau,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51165,165,us-va-165,Rockingham County,87674,4.08,494.1334503,3005957.942,2650419.544,1019462.378,6675839.864,76.14389516,99177.89696,728235.8271,51925.88027,2540848.081,3420187.685,39.01028452,1919892.973,21.89808806,5354471.192,627668.9139,5982140.105,68.23163202,17998060.63,205.2838998,5846405.752,8059720.041,4091934.834,40.1,80693,9.6,18.4,13.8,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51163,163,us-va-163,Rockbridge County,22368,2.04,282.3619716,1010952.827,1018719.369,369929.9165,2399602.112,107.2783491,50981.09321,374340.0467,26691.81565,1333438.331,1785451.286,79.82167768,1035731.735,46.30417272,1330071.776,358667.9508,1688739.727,75.49802069,6909524.861,308.9022202,2263090.466,2825524.704,1820909.691,49.8,65469,7.6,12.1,8,Central Shenandoah,Northwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51161,161,us-va-161,Roanoke County,97334,15.3,1270.628872,10374985.65,6272814.253,1296343.956,17944143.86,184.3563797,567960.1487,4170374.058,297362.9365,10704268.96,15739966.1,161.7108729,2652483.713,27.25135834,4686327.659,1614005.779,6300333.438,64.72900978,42636927.11,438.0476207,17357818.37,17234549.67,8044559.066,43.5,83709,7.7,15.6,5.8,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51159,159,us-va-159,Richmond County,9215,1.02,70.5904929,637809.8731,321354.8912,11384.81401,970549.5784,105.3227974,15705.52371,115321.3105,8222.831586,469862.0657,609111.7315,66.10002512,25261.74964,2.741372723,189566.3045,89666.9877,279233.2922,30.30203931,1884156.352,204.4662346,868756.3746,724682.0242,290717.9529,43.8,66304,9,16.8,8.3,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51157,157,us-va-157,Rappahannock County,7479,0,30.60153882,0,166866.1204,75002.34332,241868.4637,32.3396796,18323.111,134541.5289,9593.303517,227803.0984,390261.0418,52.18091213,138939.623,18.57729951,239288.6139,38871.35069,278159.9646,37.19213325,1049229.093,140.2900245,286519.6919,492456.1069,270253.2944,50.6,83380,10.6,23,15.7,Rappahannock/Rapidan,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51155,155,us-va-155,Pulaski County,33579,12.24,1129.447886,6525974.679,4384073.21,558170.2502,11468218.14,341.529472,240818.0302,1768260.094,126083.4176,6559439.452,8694600.994,258.9297178,1452550.605,43.25770882,1929847.133,1434671.803,3364518.936,100.1971153,24979888.67,743.9140139,10712953.34,9429630.726,4837304.61,46.8,62028,14.3,23.8,9,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51153,153,us-va-153,Prince William County,497003,49.98,4306.020067,39758903.36,24938011.96,5749942.824,70446858.14,141.7433258,656042.5571,4817138.786,343479.6292,23048952.43,28865613.41,58.07935446,10028914.61,20.17878083,16883831.68,5469686.25,22353517.93,44.97662575,131694904.1,264.9780868,59234460.85,47765521.79,24694921.45,36.3,131402,5.6,22.4,13.3,Prince William,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51149,149,us-va-149,Prince George County,43589,2.04,141.1809858,1471897.197,741602.4487,505758.1787,2719257.825,62.38403782,271022.0431,1990039.795,141897.1221,3363940.398,5766899.358,132.3017128,972577.3613,22.3124495,1056599.074,179333.9754,1235933.05,28.35424189,10694667.59,245.352442,3566112.563,4877376.506,2251178.526,33.2,84897,8,13.7,6.9,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51147,147,us-va-147,Prince Edward County,22276,1.02,70.5904929,456265.4278,229885.3202,105875.5349,792026.2828,35.55513929,54969.33299,403624.5867,28779.91055,867105.7935,1354479.624,60.80443633,328402.7454,14.74244682,553160.6919,89666.9877,642827.6796,28.85741065,3117736.332,139.9594331,953364.9806,1445233.146,719138.2054,32.6,56315,19.3,23,8.4,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51145,145,us-va-145,Powhatan County,32392,2.04,141.1809858,1344805.362,677568.3459,90017.1797,2112390.887,65.21335167,68057.26941,499725.6788,35632.2702,1310484.944,1913900.162,59.0855817,189463.1223,5.849071448,683681.754,179333.9754,863015.7294,26.64286643,5078769.901,156.7908712,2055554.024,2142958.747,880257.1307,45.8,110537,4.9,20.5,6.1,Chesterfield,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51143,143,us-va-143,Pittsylvania County,59410,11.22,1058.857393,5453369.596,3746771.286,194683.7175,9394824.6,158.1354082,210102.1459,1542721.863,110001.7162,5937713.069,7800538.794,131.3000975,555758.4922,9.354628719,1864586.602,1345004.816,3209591.417,54.02443052,20960713.3,352.814565,8936056.072,8240369.352,3784287.879,48.1,54085,13,23.3,7.8,Pittsylvania/Danville,Southwestern,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51141,141,us-va-141,Patrick County,17308,1.02,141.1809858,461035.412,464577.2696,197505.9706,1123118.652,64.8901463,39263.80928,288303.2762,20557.07896,806067.3924,1154191.557,66.68543777,606281.9915,35.02900344,708542.9087,179333.9754,887876.8841,51.29864133,3771469.085,217.9032288,1150113.303,1593016.626,1028339.156,51.8,53038,14.2,16,9.3,West Piedmont,Southwestern,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51139,139,us-va-139,Page County,23686,1.02,141.1809858,547525.9415,551732.2538,728107.787,1827365.982,77.1496235,47116.57113,345963.9315,24668.49476,885516.138,1303265.135,55.0225929,1882000.349,79.45623358,867032.7698,179333.9754,1046366.745,44.17659146,6058998.211,255.8050414,1749191.003,2189304.413,2120502.795,45.4,57037,12.5,20.3,12.4,Lord Fairfax,Northwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51137,137,us-va-137,Orange County,38986,5.1,423.5429574,3485782.944,2107537.27,205328.381,5798648.595,148.73669,86380.38041,634267.2077,45225.57372,2526618.164,3292491.326,84.45317103,416818.8691,10.69150129,1566252.746,538001.9262,2104254.672,53.9746235,11612213.46,297.8559858,5108270.118,4524987.356,1978955.988,42.1,94008,9.3,16.1,9.3,Rappahannock/Rapidan,Northwestern,Central Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51135,135,us-va-135,Nottoway County,15632,1.02,70.5904929,514824.8555,259389.9725,41352.97153,815567.7995,52.17296568,57586.92027,422844.8051,30150.38248,893588.7087,1404170.817,89.8266899,113677.8734,7.272125985,531407.1815,89666.9877,621074.1692,39.73094737,2954490.659,189.0027289,975600.855,1422148.17,556741.6339,41.5,63261,19.5,16.5,15,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51133,133,us-va-133,Northumberland County,12397,0,70.5904929,0,171818.6214,15217.7787,187036.4001,15.08723079,23558.28557,172981.9657,12334.24738,336205.3267,545079.8254,43.96868802,63154.37411,5.094327185,320087.3666,89666.9877,409754.3543,33.05270262,1205024.954,97.20294861,286035.7018,625174.4632,293814.7889,59.5,66480,12.5,18.2,13.3,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51131,131,us-va-131,Northampton County,12004,1.02,141.1809858,579085.6027,583534.3689,36178.07997,1198798.052,99.86654878,20940.69828,153761.7473,10963.77545,620686.9861,806353.2071,67.17370936,88416.12376,7.365555128,164705.1498,179333.9754,344039.1252,28.66037365,2437606.508,203.0661869,1089678.417,892103.8507,455824.2396,52.5,61632,15.3,11.7,15.8,Eastern Shore,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51127,127,us-va-127,New Kent County,27218,1.02,70.5904929,732095.758,368860.0045,307093.3804,1408049.143,51.73227801,39263.80928,288303.2762,20557.07896,708208.3024,1056332.467,38.81006932,593651.1167,21.81097497,932293.3009,89666.9877,1021960.289,37.54722201,4079993.015,149.9005443,1330082.635,1760553.034,989357.3459,42.9,123314,4.4,18.6,5.2,Chickahominy,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51125,125,us-va-125,Nelson County,14766,1.02,141.1809858,627409.2203,632229.2277,128790.3844,1388428.832,94.02877099,18323.111,134541.5289,9593.303517,594204.0709,756662.0143,51.24353341,290510.1209,19.67425985,363594.3874,179333.9754,542928.3628,36.76881774,2978529.33,201.715382,1221830.72,1099406.902,657291.7079,51.3,72589,14,13.5,9.9,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51121,121,us-va-121,Montgomery County,98998,13.26,1200.038379,8382002.125,5522643.54,1329294.173,15233939.84,153.8812889,167154.2599,1227367.432,87515.79084,6125125.581,7607163.064,76.84158331,2917732.084,29.47263666,2818633.413,1524338.791,4342972.204,43.86929235,30101807.19,304.0648012,13204160.53,10631419.91,6266226.754,30.2,72715,30.1,29.1,5.9,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51119,119,us-va-119,Middlesex County,10949,3.06,211.7714787,1271135.602,640450.4858,11344.79335,1922930.881,175.626165,23558.28557,172981.9657,12334.24738,1171239.96,1380114.459,126.0493615,37892.62447,3.460829707,463039.0061,269000.9631,732039.9692,66.85907108,4072977.934,371.9954273,1767930.899,1614278.027,690769.0076,55.5,75060,8.2,8.7,9.3,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51117,117,us-va-117,Mecklenburg County,30824,6.12,494.1334503,2967047.564,1744074.269,211845.48,4922967.313,159.71215,109938.666,807249.1735,57559.8211,3075928.975,4050676.636,131.4130754,606281.9915,19.66915363,854602.1925,627668.9139,1482271.106,48.08821394,11062197.05,358.882593,4684141.217,4246016.208,2132039.621,49.2,57045,14.5,15.8,9.1,Southside,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51115,115,us-va-115,Mathews County,8602,1.02,70.5904929,484171.9559,243945.7788,17284.79881,745402.5335,86.65456098,13087.93643,96101.09208,6852.359655,443379.1505,559420.5386,65.03377571,50523.49929,5.873459578,382240.2534,89666.9877,471907.2411,54.86017683,1827253.813,212.4219731,693871.2604,803244.2751,330138.277,55,75880,8.3,20.1,11.7,Three Rivers,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51113,113,us-va-113,Madison County,14252,1.02,211.7714787,601975.6644,909900.4216,118196.9642,1630073.05,114.3750386,20940.69828,153761.7473,10963.77545,718546.0761,904212.2972,63.44459003,277879.2461,19.49756147,550053.0475,269000.9631,819054.0106,57.46940855,3631218.604,254.7865987,1436788.78,1394392.679,800037.1451,46.4,84323,10,14.5,7.6,Rappahannock/Rapidan,Northwestern,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51111,111,us-va-111,Lunenburg County,12060,1.02,70.5904929,506640.581,255266.3978,36173.84446,798080.8233,66.175856,26175.87285,192202.1842,13704.71931,575793.7264,807876.5027,66.98810139,101046.9986,8.378689766,366702.0317,89666.9877,456369.0194,37.8415439,2163373.344,179.3841911,800966.7309,951414.3154,410992.2978,44.6,54842,13.2,6.6,15.2,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51109,109,us-va-109,Louisa County,42109,4.08,564.7239432,2744102.492,2765183.78,91840.93633,5601127.209,133.0149661,117791.4278,864909.8287,61671.23689,2827025.842,3871398.335,91.937551,189463.1223,4.499349838,1786895.493,717335.9016,2504231.395,59.47021765,12166220.06,288.9220846,5113771.271,4967297.079,2085151.712,44.8,86689,8.9,20.8,8.4,Blue Ridge,Northwestern,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51107,107,us-va-107,Loudoun County,443380,16.32,1270.628872,14322471.37,8118282.54,1821535.056,24262288.96,54.72120746,397873.2673,2921473.199,208311.7335,9196554.481,12724212.68,28.69821075,2879839.46,6.495194775,10718265.32,1614005.779,12332271.09,27.81422503,52198612.2,117.728838,21144637.33,21725379.49,9328595.373,38.2,181765,3.9,21.3,6.7,Loudoun,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51105,105,us-va-105,Lee County,21780,3.06,423.5429574,1054118.639,1062216.798,294781.8895,2411117.327,110.7032749,91615.55498,672707.6445,47966.51758,2153373.025,2965662.742,136.1644969,1187302.233,54.51341751,1395332.307,538001.9262,1933334.233,88.76649372,8497416.536,390.147683,2596219.369,3598472.015,2302725.152,45.5,41827,28.5,24,12,Lenowisco,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51103,103,us-va-103,Lancaster County,11062,0,21.85824201,0,84549.25673,24183.64798,108732.9047,9.829407405,13087.93643,96101.09208,6852.359655,162716.4988,278757.887,25.19959203,63154.37411,5.709128016,251719.1912,27765.2505,279484.4417,25.26527226,730129.6076,66.00339971,157170.0415,394624.2329,178335.3332,58.2,69713,6.6,11.6,13.3,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51101,101,us-va-101,King William County,19232,1.02,141.1809858,949454.3766,956748.4631,101685.74,2007888.58,104.4035243,47116.57113,345963.9315,24668.49476,885516.138,1303265.135,67.76545005,151570.4979,7.881161495,581129.4909,179333.9754,760463.4663,39.54156959,4223187.679,219.5917055,1813275.32,1689255.794,720656.566,40.9,86056,5.1,29.1,6.9,Three Rivers,Eastern,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51099,99,us-va-099,King George County,28816,4.08,352.9524645,4190235.238,2639016.433,373975.4655,7203227.136,249.9731794,41881.39656,307523.4947,21927.5509,1765444.031,2136776.473,74.15243175,505234.9929,17.53314106,854602.1925,448334.9385,1302937.131,45.21575274,11148175.73,386.8745049,5814277.166,3627982.543,1705916.025,38.3,116884,6.4,19.4,4.3,Rappahannock,Northwestern,Northern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51097,97,us-va-097,King and Queen County,6747,0,141.1809858,0,706566.8836,0,706566.8836,104.723119,2617.587285,19220.21842,1370.471931,222201.0952,245409.3729,36.37310996,0,0,257934.4799,179333.9754,437268.4553,64.80931604,1389244.712,205.905545,578768.0918,525509.9449,284966.675,49.3,70469,14.8,16.7,8.6,Three Rivers,Eastern,Eastern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51095,95,us-va-095,James City County,82797,4.08,494.1334503,2221722.326,1958941.671,297430.667,4478094.664,54.0852285,248670.7921,1825920.749,130194.8334,4053312.511,6258098.886,75.58364296,757852.4893,9.153139478,2355594.407,627668.9139,2983263.321,36.03105573,14477309.36,174.8530667,4968320.083,6596508.245,2912481.032,47.1,109985,7.4,25.8,7.7,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51093,93,us-va-093,Isle of Wight County,40942,3.06,423.5429574,2145255.256,2161735.961,178698.3153,4485689.532,109.562052,62822.09484,461285.242,32891.32634,1862060.958,2419059.621,59.08503789,353664.495,8.638183162,870140.4142,538001.9262,1408142.34,34.39358948,8666555.989,211.6788625,3917372.993,3184869.212,1564313.784,43.8,95241,7,22.9,7.2,Western Tidewater,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51091,91,us-va-091,Highland County,2348,0,0,0,0,7628.282056,7628.282056,3.248842443,0,0,0,0,0,0,25261.74964,10.75883716,102552.2631,0,102552.2631,43.67643232,135442.2948,57.68411192,6790.479484,86992.11983,41659.69549,56.5,65625,14.1,5.4,6.4,Central Shenandoah,Northwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51089,89,us-va-089,Henry County,49385,8.16,1129.447886,3883363.286,3913196.829,706171.7577,8502731.873,172.1723575,269912.2154,1981890.638,141316.0574,6001372.106,8394491.017,169.9805815,2058832.596,41.68943193,2622851.82,1434671.803,4057523.623,82.16105342,23013579.11,466.0034243,8510029.316,9261419.997,5242129.796,47.7,50760,15.6,20,10.8,West Piedmont,Southwestern,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan
51087,87,us-va-087,Henrico County,338696,51,4235.429574,36558429.57,22103571.59,3634774.137,62296775.29,183.9312401,1211942.913,8898961.126,634528.504,28788409.36,39533841.9,116.7236752,7035397.276,20.7720117,10186858.13,5380019.262,15566877.4,45.96120827,124432891.9,367.3881353,56080288.32,46127262.06,22225341.49,39.4,88783,7.8,23.2,8.6,Henrico,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51085,85,us-va-085,Hanover County,115309,14.28,1058.857393,11693416.88,6312455.55,1334354.224,19340226.65,167.7252136,212024.5701,1556837.692,111008.2264,6596479.264,8476349.752,73.50987132,2260926.593,19.60754662,2597990.665,1345004.816,3942995.481,34.19503665,34020498.48,295.0376682,16385992.72,11705445.95,5929059.811,42.7,112805,5,19.9,5.6,Chickahominy,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51083,83,us-va-083,Halifax County,33448,2.04,282.3619716,1059053.42,1067189.49,217395.4297,2343638.339,70.06811585,75910.03127,557386.3341,39743.686,1585651.87,2258691.921,67.52845973,581020.2418,17.37085153,714758.1974,358667.9508,1073426.148,32.09238664,6256776.65,187.0598137,2331222.688,2511973.795,1413580.167,46.5,52013,15.8,22.4,9.6,Southside,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51081,81,us-va-081,Greensville County,11150,3.06,282.3619716,1156798.747,777123.8234,41297.38072,1975219.951,177.1497714,47609.02925,349579.9151,24926.32762,1512427.633,1934542.905,173.5016059,151570.4979,13.59376663,320087.3666,358667.9508,678755.3175,60.87491636,4740088.671,425.1200602,1959464.438,1859708.17,920916.0641,39.8,54668,14.5,22.7,8,Crater,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51079,79,us-va-079,Greene County,21744,4.08,564.7239432,2532836.268,2552294.525,271264.5669,5356395.36,246.3390066,31411.04742,230642.621,16445.66317,1953089.641,2231588.972,102.6301036,606281.9915,27.88272588,848386.9038,717335.9016,1565722.805,72.00711946,9759989.129,448.8589555,4506860.476,3329360.598,1923768.056,40.3,89808,11.1,13,8.2,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51077,77,us-va-077,Grayson County,15265,1.02,141.1809858,401548.1585,404633.0113,200692.1439,1006873.314,65.9596013,78084.494,573352.8116,40882.1543,1198827.896,1891147.356,123.8878058,707328.9901,46.33665182,814202.8161,179333.9754,993536.7915,65.08593459,4598886.452,301.2699936,1269086.509,2082830.434,1246969.508,48.4,47730,17.2,20.5,10.4,Mount Rogers,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51075,75,us-va-075,Goochland County,28223,2.04,211.7714787,1498943.629,1132844.333,86956.76289,2718744.725,96.33081973,39263.80928,288303.2762,20557.07896,1117031.967,1465156.131,51.91355035,164201.3727,5.817998536,584237.1352,269000.9631,853238.0983,30.23201284,5201340.328,184.2943815,2372224.701,1956293.189,872822.4376,50.5,118931,5,9.7,4.3,Chickahominy,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51073,73,us-va-073,Gloucester County,40154,5.1,494.1334503,2949367.021,2080417.663,231641.4094,5261426.094,131.0311823,47116.57113,345963.9315,24668.49476,2227233.526,2644982.524,65.87095989,555758.4922,13.8406757,1926739.489,627668.9139,2554408.402,63.61529119,11016575.51,274.3581091,4550944.483,4365792.905,2099838.123,44.8,84306,4.8,10,7.8,Three Rivers,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51071,71,us-va-071,Giles County,16533,2.04,211.7714787,1189632.212,899078.5802,212347.6297,2301058.422,139.1797267,52351.7457,384404.3683,27409.43862,1249446.543,1713612.096,103.6479826,505234.9929,30.55918423,848386.9038,269000.9631,1117387.867,67.58530617,5637293.377,340.9721997,2150654.655,2273499.945,1213138.778,45.4,65691,8.2,18.8,9.8,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51069,69,us-va-069,Frederick County,98109,4.08,282.3619716,3422740.402,1724517.628,1137902.221,6285160.251,64.06303449,228439.5361,1677368.24,119602.4957,3555049.56,5580459.832,56.88020295,1882000.349,19.18274927,3850371.333,358667.9508,4209039.284,42.90166329,17956659.71,183.02765,6140605.971,7953442.916,3862610.827,40.8,97606,6.2,15,9.4,Lord Fairfax,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
